id_transacao,id_curso,id_usuario,valor,metodo_pagamento,data
1757,11,37,236.00,boleto,2025-03-25 01:36:15.496
1758,15,30,128.00,pix,2025-03-28 19:57:06.492
1759,10,99,270.00,credito,2025-02-19 12:23:22.941
1760,5,25,255.00,debito,2025-03-02 17:16:26.943
1761,3,95,110.00,boleto,2025-08-07 19:20:01.527
1762,3,8,430.00,debito,2025-06-16 19:55:43.348
1763,11,30,231.00,boleto,2025-02-13 17:54:20.877
1764,17,59,172.00,pix,2025-07-21 23:10:49.017
1765,15,95,80.00,boleto,2025-08-24 20:00:44.476
1766,16,97,497.00,credito,2025-02-06 00:19:25.421
1767,5,35,426.00,pix,2025-06-09 17:18:34.548
1768,5,87,375.00,pix,2025-05-15 16:03:46.315
1769,11,2,54.00,credito,2025-05-17 01:31:48.339
1770,11,60,427.00,credito,2025-08-11 14:27:42.937
1771,18,61,64.00,credito,2025-04-14 13:25:07.365
1772,11,24,366.00,pix,2025-05-23 02:35:38.810
1773,20,17,450.00,debito,2025-02-23 14:06:57.795
1774,16,19,483.00,debito,2025-02-06 11:55:18.652
1775,9,17,92.00,boleto,2025-07-04 20:43:59.511
1776,5,92,180.00,credito,2025-02-23 14:29:23.228
1777,12,7,255.00,credito,2025-03-16 15:45:12.193
1778,3,70,22.00,pix,2025-04-01 07:21:22.161
1779,15,97,255.00,boleto,2025-08-08 10:01:41.655
1780,10,15,335.00,debito,2025-04-11 20:11:23.888
1781,1,56,118.00,debito,2025-06-11 14:52:51.872
1782,19,41,128.00,pix,2025-02-01 03:39:57.749
1783,17,14,106.00,credito,2025-08-10 21:41:05.231
1784,17,5,7.00,pix,2025-06-05 00:43:56.015
1785,8,89,474.00,pix,2025-06-29 00:14:54.319
1786,13,23,287.00,boleto,2025-05-30 05:44:43.662
1787,13,86,372.00,credito,2025-08-23 23:00:15.591
1788,5,49,47.00,boleto,2025-03-21 06:26:11.250
1789,11,2,47.00,debito,2025-03-26 13:02:02.840
1790,9,67,212.00,debito,2025-02-16 05:01:38.544
1791,1,56,243.00,pix,2025-02-19 01:02:05.145
1792,14,54,411.00,debito,2025-05-21 09:42:43.680
1793,8,29,142.00,boleto,2025-02-24 11:47:20.578
1794,8,98,277.00,pix,2025-07-24 18:48:02.124
1795,4,67,78.00,pix,2025-02-26 02:40:17.702
1796,15,49,472.00,pix,2025-01-14 07:21:58.771
1797,20,65,161.00,boleto,2025-06-07 08:39:40.529
1798,17,45,480.00,boleto,2025-07-26 20:28:36.203
1799,15,31,285.00,boleto,2025-04-30 20:07:58.859
1800,1,51,175.00,credito,2025-01-27 19:08:49.623
1801,6,59,486.00,pix,2025-06-13 04:43:35.019
1802,4,97,124.00,boleto,2025-04-08 16:54:16.658
1803,19,70,271.00,pix,2025-03-13 14:15:26.408
1804,1,29,46.00,credito,2025-03-03 13:54:37.656
1805,2,78,451.00,boleto,2025-06-06 06:38:43.463
1806,20,77,230.00,boleto,2025-02-16 12:44:20.979
1807,16,80,35.00,pix,2025-03-03 21:31:21.444
1808,7,18,490.00,credito,2025-03-03 16:23:33.742
1809,6,85,100.00,credito,2025-07-31 07:54:47.371
1810,10,56,28.00,pix,2025-01-15 23:52:29.480
1811,4,48,287.00,boleto,2025-03-20 17:37:02.435
1812,5,77,390.00,credito,2025-06-17 12:59:50.415
1813,14,28,465.00,pix,2025-07-23 07:52:44.947
1814,10,83,418.00,debito,2025-07-05 13:08:34.103
1815,14,25,416.00,credito,2025-02-26 20:10:22.922
1816,12,47,117.00,credito,2025-01-24 20:59:36.035
1817,6,91,479.00,debito,2025-05-11 16:01:21.041
1818,11,31,67.00,credito,2025-01-15 21:31:20.127
1819,17,24,80.00,boleto,2025-04-25 07:04:06.276
1820,15,28,379.00,pix,2025-05-03 20:02:40.300
1821,7,61,140.00,debito,2025-08-11 16:47:22.894
1822,3,96,254.00,boleto,2025-06-08 09:10:36.824
1823,15,57,483.00,pix,2025-01-09 12:36:28.547
1824,20,67,263.00,credito,2025-03-29 10:12:51.881
1825,12,64,46.00,boleto,2025-06-09 17:42:01.857
1826,7,92,461.00,debito,2025-04-30 04:35:46.352
1827,3,29,389.00,debito,2025-07-02 23:31:42.297
1828,18,46,372.00,pix,2025-04-14 20:57:13.859
1829,11,75,453.00,credito,2025-08-11 21:17:48.684
1830,15,90,17.00,pix,2025-08-22 06:14:11.021
1831,5,100,247.00,credito,2025-01-12 03:02:23.634
1832,2,4,27.00,credito,2025-06-25 06:37:30.696
1833,19,50,7.00,boleto,2025-02-27 20:15:13.785
1834,3,37,260.00,boleto,2025-01-23 08:47:55.001
1835,11,82,492.00,boleto,2025-02-26 19:25:14.037
1836,11,74,112.00,debito,2025-02-27 16:54:25.686
1837,20,80,102.00,boleto,2025-04-22 22:25:38.603
1838,15,22,437.00,boleto,2025-08-08 12:33:04.509
1839,18,97,118.00,pix,2025-05-23 00:36:55.347
1840,17,44,128.00,debito,2025-08-05 08:07:07.358
1841,9,99,25.00,boleto,2025-01-22 20:16:43.363
1842,5,38,78.00,debito,2025-04-09 00:10:00.793
1843,2,16,261.00,credito,2025-06-16 07:36:37.055
1844,5,43,159.00,pix,2025-02-07 04:36:57.066
1845,11,71,354.00,debito,2025-01-10 21:50:44.997
1846,10,88,225.00,debito,2025-03-24 05:33:04.802
1847,3,21,411.00,boleto,2025-02-23 18:41:18.252
1848,10,43,62.00,credito,2025-02-11 01:02:49.892
1849,1,49,269.00,boleto,2025-03-08 21:31:05.430
1850,11,44,60.00,debito,2025-01-11 14:44:46.766
1851,19,52,180.00,boleto,2025-05-06 12:46:10.427
1852,14,8,389.00,boleto,2025-01-07 20:46:13.010
1853,16,6,107.00,pix,2025-02-01 07:41:42.835
1854,5,45,184.00,boleto,2025-03-03 04:47:10.661
1855,14,8,396.00,credito,2025-06-18 08:44:26.552
1856,1,100,418.00,debito,2025-04-12 12:26:10.483
1857,6,62,224.00,debito,2025-04-21 04:41:57.452
1858,11,34,37.00,debito,2025-05-20 17:06:15.284
1859,20,44,419.00,boleto,2025-06-10 14:59:33.583
1860,7,84,134.00,boleto,2025-02-10 05:52:12.265
1861,9,79,182.00,debito,2025-06-22 07:31:06.120
1862,9,71,301.00,credito,2025-08-21 14:25:20.499
1863,7,84,487.00,debito,2025-07-02 14:42:37.378
1864,7,74,381.00,boleto,2025-07-24 17:09:24.850
1865,2,43,349.00,debito,2025-07-19 08:18:10.324
1866,14,46,221.00,debito,2025-06-09 06:12:25.027
1867,5,7,183.00,boleto,2025-06-27 17:12:58.220
1868,16,37,275.00,debito,2025-01-28 13:08:57.404
1869,1,87,198.00,pix,2025-04-10 13:31:43.169
1870,19,35,226.00,debito,2025-01-22 11:42:04.600
1871,14,49,202.00,debito,2025-04-25 22:57:23.342
1872,9,17,415.00,credito,2025-03-19 17:14:48.363
1873,15,5,104.00,boleto,2025-07-14 15:15:42.515
1874,18,23,326.00,credito,2025-06-29 09:20:38.003
1875,16,12,251.00,boleto,2025-07-20 12:01:14.339
1876,4,94,458.00,debito,2025-06-13 13:32:03.331
1877,8,38,352.00,pix,2025-03-11 23:26:47.658
1878,12,46,403.00,pix,2025-02-28 16:53:45.487
1879,6,50,60.00,credito,2025-05-04 13:07:57.610
1880,4,86,49.00,credito,2025-03-08 05:51:15.964
1881,2,44,189.00,debito,2025-01-03 08:41:37.728
1882,15,1,270.00,boleto,2025-07-10 11:00:14.842
1883,17,8,420.00,pix,2025-06-03 11:37:30.965
1884,16,10,351.00,debito,2025-03-11 16:18:26.576
1885,5,21,356.00,debito,2025-03-06 22:27:08.514
1886,10,47,9.00,credito,2025-02-09 16:57:07.174
1887,13,8,406.00,boleto,2025-04-21 09:11:07.909
1888,17,82,423.00,pix,2025-04-09 21:50:11.003
1889,10,8,394.00,debito,2025-06-27 04:51:34.121
1890,19,13,336.00,boleto,2025-07-25 20:16:36.264
1891,18,31,204.00,pix,2025-07-06 06:09:20.631
1892,19,1,257.00,boleto,2025-08-19 17:53:38.714
1893,14,58,447.00,boleto,2025-02-11 22:23:10.577
1894,14,45,335.00,pix,2025-03-28 14:57:46.198
1895,6,74,449.00,credito,2025-05-27 08:41:27.251
1896,11,51,104.00,debito,2025-05-27 21:50:25.790
1897,18,7,59.00,boleto,2025-04-16 20:02:01.039
1898,19,54,215.00,debito,2025-06-16 04:50:35.357
1899,17,82,293.00,pix,2025-01-14 01:12:18.113
1900,4,93,245.00,boleto,2025-07-25 18:50:12.586
1901,20,56,128.00,debito,2025-07-15 18:22:09.965
1902,9,80,211.00,pix,2025-02-12 10:15:12.121
1903,7,86,280.00,credito,2025-06-27 15:09:16.312
1904,5,52,361.00,pix,2025-07-08 11:03:43.726
1905,10,7,199.00,credito,2025-01-29 15:45:04.003
1906,9,68,296.00,debito,2025-05-07 15:51:37.342
1907,5,13,335.00,credito,2025-02-03 04:36:25.946
1908,6,19,460.00,boleto,2025-04-27 15:06:54.605
1909,8,27,245.00,credito,2025-07-30 13:16:56.566
1910,14,31,211.00,debito,2025-01-13 10:59:49.543
1911,10,72,266.00,credito,2025-06-16 15:17:06.292
1912,7,65,338.00,debito,2025-01-05 13:22:53.664
1913,1,41,144.00,credito,2025-04-01 05:39:14.580
1914,15,26,113.00,boleto,2025-01-14 16:45:26.010
1915,13,90,117.00,boleto,2025-08-08 00:06:10.319
1916,10,16,486.00,boleto,2025-04-22 15:48:48.562
1917,2,11,239.00,debito,2025-07-07 07:22:20.682
1918,6,76,366.00,pix,2025-04-27 14:34:33.196
1919,10,52,477.00,debito,2025-05-23 07:37:51.850
1920,15,42,247.00,credito,2025-01-28 01:29:35.940
1921,11,21,206.00,boleto,2025-03-08 07:53:34.429
1922,20,79,494.00,boleto,2025-03-07 05:56:38.632
1923,16,35,18.00,credito,2025-02-22 12:41:17.754
1924,14,30,447.00,credito,2025-01-26 23:46:57.913
1925,12,95,326.00,debito,2025-02-07 06:54:34.514
1926,10,15,166.00,boleto,2025-02-11 01:36:07.051
1927,9,97,93.00,debito,2025-01-23 06:29:14.811
1928,19,43,383.00,credito,2025-04-23 11:08:29.813
1929,6,36,363.00,credito,2025-07-30 13:33:07.531
1930,17,41,329.00,credito,2025-08-11 07:33:46.351
1931,1,98,361.00,credito,2025-02-24 22:26:08.815
1932,5,11,458.00,credito,2025-01-08 02:24:27.521
1933,6,83,330.00,credito,2025-03-02 02:52:40.503
1934,1,32,399.00,debito,2025-03-20 06:26:08.588
1935,1,71,330.00,pix,2025-02-12 11:22:47.429
1936,18,78,138.00,pix,2025-01-01 06:28:59.742
1937,16,43,156.00,credito,2025-05-15 07:14:05.499
1938,19,53,313.00,pix,2025-05-05 07:42:23.433
1939,6,87,309.00,debito,2025-04-08 00:36:43.044
1940,3,40,461.00,debito,2025-07-14 13:01:05.962
1941,10,31,66.00,debito,2025-07-08 01:31:05.679
1942,11,46,212.00,debito,2025-06-26 10:50:08.360
1943,6,88,345.00,boleto,2025-03-26 00:18:41.506
1944,2,37,347.00,boleto,2025-03-17 02:06:23.728
1945,1,99,427.00,credito,2025-04-08 12:18:39.592
1946,20,92,57.00,pix,2025-01-13 16:21:05.804
1947,13,83,272.00,debito,2025-04-13 01:57:05.716
1948,2,69,288.00,pix,2025-07-30 19:49:34.354
1949,2,17,299.00,credito,2025-02-24 09:07:26.711
1950,13,62,359.00,credito,2025-04-26 01:14:36.447
1951,9,2,214.00,debito,2025-04-22 19:00:04.495
1952,17,31,450.00,debito,2025-07-27 23:56:45.360
1953,20,1,392.00,debito,2025-04-29 06:58:33.515
1954,8,59,345.00,pix,2025-05-29 13:18:17.579
1955,10,85,120.00,pix,2025-01-08 19:27:05.829
1956,15,47,97.00,debito,2025-05-28 16:24:56.531
1957,9,23,234.00,credito,2025-05-10 14:13:42.540
1958,19,79,72.00,credito,2025-02-11 06:07:31.579
1959,11,8,103.00,pix,2025-04-12 08:27:04.513
1960,12,43,132.00,boleto,2025-05-06 04:30:35.131
1961,7,62,485.00,boleto,2025-07-18 09:50:33.027
1962,3,68,350.00,pix,2025-04-17 16:05:48.078
1963,1,77,26.00,debito,2025-04-03 14:04:56.846
1964,14,5,97.00,credito,2025-06-03 19:04:59.413
1965,6,25,388.00,boleto,2025-07-15 01:10:59.454
1966,9,55,13.00,credito,2025-07-22 15:03:24.557
1967,2,39,425.00,credito,2025-08-23 06:59:56.122
1968,3,74,332.00,credito,2025-06-28 01:21:19.826
1969,6,20,11.00,boleto,2025-01-25 17:09:23.989
1970,12,26,144.00,boleto,2025-07-16 03:37:28.894
1971,1,23,93.00,pix,2025-04-01 06:33:11.341
1972,5,92,461.00,boleto,2025-01-20 04:02:37.485
1973,6,26,448.00,boleto,2025-03-15 10:19:31.623
1974,12,97,220.00,credito,2025-03-15 21:51:55.360
1975,19,66,405.00,pix,2025-05-27 08:52:26.750
1976,10,83,454.00,debito,2025-02-01 16:33:15.634
1977,20,86,482.00,pix,2025-01-13 13:08:30.390
1978,1,17,180.00,credito,2025-02-19 12:58:07.664
1979,8,6,192.00,credito,2025-02-08 13:43:03.403
1980,8,48,292.00,credito,2025-01-24 09:32:15.184
1981,18,45,24.00,pix,2025-01-31 07:03:05.225
1982,17,69,203.00,pix,2025-06-27 18:44:34.715
1983,19,47,311.00,boleto,2025-08-23 05:29:20.473
1984,11,86,95.00,debito,2025-06-20 00:12:26.974
1985,19,52,343.00,boleto,2025-04-04 23:38:55.759
1986,8,12,56.00,credito,2025-06-05 02:39:15.660
1987,12,73,32.00,pix,2025-08-12 23:49:40.872
1988,12,34,319.00,debito,2025-04-02 11:37:42.308
1989,2,100,189.00,boleto,2025-05-27 14:57:59.740
1990,7,53,46.00,pix,2025-02-26 01:23:45.896
1991,13,16,466.00,pix,2025-03-05 20:55:15.513
1992,17,26,35.00,debito,2025-03-09 19:03:55.519
1993,1,56,352.00,boleto,2025-01-05 18:29:19.561
1994,2,86,183.00,credito,2025-03-04 13:10:16.107
1995,18,56,172.00,pix,2025-08-07 16:04:24.118
1996,15,14,431.00,credito,2025-07-22 03:59:02.274
1997,18,47,146.00,debito,2025-05-21 23:44:38.882
1998,7,99,183.00,boleto,2025-05-17 18:47:42.467
1999,15,42,313.00,pix,2025-03-29 07:51:59.175
2000,20,96,124.00,pix,2025-01-14 23:51:12.109
2001,19,27,189.00,debito,2025-04-22 18:01:29.882
2002,13,60,134.00,boleto,2025-07-08 02:37:11.271
2003,12,92,498.00,pix,2025-05-01 00:26:40.357
2004,16,91,123.00,pix,2025-04-17 06:19:38.924
2005,12,88,36.00,credito,2025-02-03 10:09:49.158
2006,17,98,434.00,pix,2025-07-18 19:32:19.240
2007,9,92,298.00,pix,2025-08-22 13:47:41.428
2008,12,57,190.00,boleto,2025-08-25 15:34:01.590
2009,3,52,122.00,pix,2025-03-07 02:30:14.467
2010,7,66,165.00,boleto,2025-06-16 13:40:58.707
2011,18,23,446.00,debito,2025-08-07 15:38:46.523
2012,9,20,370.00,boleto,2025-03-13 04:38:46.578
2013,4,22,97.00,credito,2025-08-21 17:54:24.428
2014,20,96,11.00,pix,2025-07-13 16:16:53.608
2015,13,6,113.00,boleto,2025-06-13 12:46:07.847
2016,6,80,23.00,debito,2025-02-22 10:26:10.380
2017,5,86,465.00,boleto,2025-05-02 12:50:02.407
2018,3,93,327.00,debito,2025-07-25 02:39:41.243
2019,10,92,24.00,pix,2025-03-30 00:09:04.817
2020,12,43,70.00,credito,2025-04-12 22:33:42.845
2021,6,93,0.00,pix,2025-03-12 18:00:31.932
2022,20,31,71.00,pix,2025-06-02 04:33:41.406
2023,3,100,120.00,debito,2025-07-25 11:08:34.103
2024,14,64,149.00,boleto,2025-04-27 12:05:25.558
2025,2,10,313.00,boleto,2025-01-03 10:15:15.595
2026,18,66,32.00,boleto,2025-07-29 13:45:58.695
2027,20,95,187.00,credito,2025-04-12 00:02:08.768
2028,6,100,187.00,debito,2025-06-07 17:07:33.552
2029,18,88,254.00,pix,2025-05-26 12:57:24.804
2030,20,60,417.00,pix,2025-04-12 08:08:33.605
2031,17,20,405.00,pix,2025-04-07 11:18:30.661
2032,6,47,373.00,credito,2025-02-27 06:56:03.792
2033,4,43,351.00,pix,2025-03-17 01:48:40.304
2034,14,12,113.00,pix,2025-08-24 14:08:05.631
2035,2,13,238.00,boleto,2025-03-08 20:06:11.956
2036,16,59,224.00,pix,2025-04-25 17:38:55.064
2037,6,13,221.00,credito,2025-07-16 01:32:21.689
2038,10,78,395.00,boleto,2025-03-13 15:37:58.017
2039,6,81,26.00,credito,2025-02-09 03:50:59.091
2040,1,47,436.00,credito,2025-05-17 04:37:33.906
2041,4,70,3.00,debito,2025-02-02 14:13:23.449
2042,20,51,32.00,debito,2025-01-04 07:06:12.961
2043,14,64,303.00,credito,2025-07-06 08:44:42.281
2044,17,56,489.00,credito,2025-06-20 01:05:33.061
2045,12,32,460.00,debito,2025-02-15 08:59:35.249
2046,9,79,184.00,credito,2025-03-07 21:35:15.133
2047,5,2,308.00,boleto,2025-08-11 19:13:37.207
2048,2,49,427.00,credito,2025-08-15 06:05:16.248
2049,18,27,164.00,debito,2025-07-16 05:07:29.195
2050,17,11,302.00,credito,2025-08-11 21:26:43.208
2051,17,62,15.00,boleto,2025-06-22 09:11:44.030
2052,3,63,184.00,boleto,2025-05-21 21:08:42.949
2053,13,92,332.00,credito,2025-08-26 18:53:19.727
2054,2,34,82.00,debito,2025-07-12 13:29:23.881
2055,6,82,175.00,credito,2025-06-08 14:23:31.186
2056,5,33,311.00,pix,2025-01-12 12:35:14.939
2057,16,77,179.00,pix,2025-07-07 12:55:04.203
2058,20,77,393.00,pix,2025-07-27 19:49:06.521
2059,9,86,432.00,boleto,2025-08-03 11:10:50.972
2060,14,25,383.00,pix,2025-04-11 22:59:59.020
2061,3,19,369.00,boleto,2025-06-10 18:00:44.737
2062,20,34,374.00,boleto,2025-08-01 12:12:12.496
2063,17,85,202.00,boleto,2025-01-18 03:11:55.574
2064,17,24,225.00,debito,2025-03-28 18:02:23.332
2065,5,27,279.00,debito,2025-05-02 09:00:37.598
2066,6,64,111.00,debito,2025-06-24 03:37:21.898
2067,13,97,383.00,credito,2025-04-01 19:55:56.633
2068,9,63,389.00,credito,2025-04-18 02:41:15.475
2069,3,39,108.00,boleto,2025-07-02 01:05:41.594
2070,18,69,168.00,debito,2025-06-02 09:18:08.932
2071,6,91,264.00,pix,2025-03-19 11:18:56.176
2072,13,91,389.00,credito,2025-01-15 14:24:57.933
2073,9,17,498.00,debito,2025-03-24 07:49:06.263
2074,8,28,419.00,pix,2025-08-01 18:42:15.650
2075,18,4,354.00,boleto,2025-05-07 09:23:44.848
2076,16,47,410.00,pix,2025-05-08 23:49:44.067
2077,19,41,98.00,pix,2025-01-20 05:45:05.900
2078,5,68,33.00,pix,2025-07-30 09:20:38.922
2079,4,82,124.00,debito,2025-03-12 14:16:08.522
2080,5,66,91.00,debito,2025-05-25 09:23:49.760
2081,19,39,500.00,debito,2025-07-21 08:53:36.692
2082,16,40,38.00,debito,2025-08-01 09:51:27.416
2083,7,10,372.00,debito,2025-03-19 10:46:31.600
2084,11,18,4.00,debito,2025-06-08 02:41:39.235
2085,14,20,349.00,credito,2025-05-09 07:33:29.870
2086,16,3,44.00,boleto,2025-03-05 05:26:35.086
2087,7,18,119.00,boleto,2025-05-13 08:53:56.012
2088,4,46,199.00,debito,2025-06-09 05:13:57.089
2089,19,98,162.00,debito,2025-02-21 18:19:43.051
2090,12,31,326.00,boleto,2025-01-07 13:03:32.346
2091,4,98,177.00,boleto,2025-05-09 14:08:24.438
2092,18,7,441.00,credito,2025-05-06 13:17:17.701
2093,13,30,119.00,boleto,2025-01-08 17:31:19.851
2094,15,53,451.00,pix,2025-03-24 09:30:37.264
2095,2,5,54.00,debito,2025-08-18 02:53:31.004
2096,11,27,295.00,boleto,2025-04-22 13:44:45.068
2097,18,12,77.00,pix,2025-07-09 03:38:03.535
2098,3,48,397.00,credito,2025-04-16 23:57:48.614
2099,18,63,311.00,debito,2025-08-15 13:17:59.900
2100,15,55,446.00,boleto,2025-07-07 15:03:37.045
2101,18,2,434.00,debito,2025-08-10 06:54:14.436
2102,8,87,48.00,debito,2025-03-24 08:46:47.346
2103,6,40,436.00,pix,2025-06-21 06:45:55.667
2104,6,75,149.00,debito,2025-07-19 22:36:49.069
2105,19,21,207.00,credito,2025-08-05 15:43:04.176
2106,7,33,466.00,pix,2025-02-27 05:41:35.727
2107,16,54,402.00,pix,2025-05-13 19:41:45.601
2108,11,100,123.00,pix,2025-07-15 04:42:43.644
2109,8,11,159.00,pix,2025-06-28 13:35:46.799
2110,17,74,113.00,credito,2025-02-27 01:47:06.674
2111,12,23,169.00,pix,2025-02-11 21:47:54.422
2112,3,7,24.00,debito,2025-03-17 20:27:12.335
2113,7,46,225.00,debito,2025-02-21 11:47:20.694
2114,11,40,476.00,debito,2025-04-11 03:03:31.774
2115,19,100,396.00,boleto,2025-06-02 12:35:46.224
2116,12,41,353.00,debito,2025-01-31 08:08:46.010
2117,7,59,218.00,pix,2025-05-19 23:02:47.107
2118,18,45,140.00,boleto,2025-08-11 21:41:37.166
2119,2,99,47.00,credito,2025-03-15 23:27:27.387
2120,19,13,109.00,credito,2025-07-29 02:51:31.434
2121,13,12,187.00,credito,2025-08-16 12:20:41.249
2122,10,18,383.00,boleto,2025-06-12 14:24:29.107
2123,14,4,438.00,boleto,2025-03-17 20:29:12.731
2124,13,19,194.00,debito,2025-02-23 04:35:11.550
2125,16,70,100.00,pix,2025-04-06 12:45:03.227
2126,7,58,361.00,debito,2025-04-07 11:09:48.513
2127,1,45,185.00,debito,2025-02-28 17:54:04.636
2128,8,47,450.00,pix,2025-04-25 00:16:31.139
2129,6,74,230.00,pix,2025-07-09 16:37:06.585
2130,15,18,135.00,debito,2025-02-03 04:16:38.493
2131,1,45,342.00,debito,2025-01-20 00:58:01.727
2132,9,86,446.00,pix,2025-07-04 06:03:31.474
2133,18,28,324.00,credito,2025-07-08 02:58:08.201
2134,20,21,303.00,boleto,2025-04-27 00:13:09.467
2135,15,5,287.00,credito,2025-02-12 09:38:12.937
2136,1,92,53.00,pix,2025-03-16 05:19:52.740
2137,15,81,356.00,boleto,2025-07-26 18:31:12.293
2138,17,4,206.00,credito,2025-01-06 21:50:18.713
2139,10,57,152.00,boleto,2025-07-16 08:02:28.444
2140,12,8,214.00,pix,2025-03-18 20:13:25.088
2141,6,85,99.00,credito,2025-01-01 23:04:31.554
2142,5,61,382.00,credito,2025-08-03 16:46:21.013
2143,9,60,24.00,pix,2025-07-16 09:40:59.933
2144,5,21,424.00,credito,2025-07-22 02:42:52.811
2145,17,82,231.00,boleto,2025-02-13 13:15:20.849
2146,9,21,431.00,pix,2025-04-21 05:47:37.208
2147,19,42,203.00,credito,2025-04-05 12:05:57.801
2148,19,89,184.00,debito,2025-04-20 14:01:38.541
2149,4,94,301.00,credito,2025-08-10 12:44:47.026
2150,18,68,322.00,pix,2025-04-18 20:50:49.476
2151,19,93,397.00,pix,2025-05-28 18:00:22.749
2152,6,78,156.00,credito,2025-06-25 01:47:56.442
2153,4,34,54.00,debito,2025-08-20 06:22:44.990
2154,4,94,227.00,pix,2025-04-26 20:58:02.045
2155,9,12,227.00,debito,2025-08-22 11:10:36.443
2156,4,27,4.00,debito,2025-04-11 06:07:36.614
2157,15,22,206.00,pix,2025-07-26 13:45:50.817
2158,20,50,451.00,boleto,2025-02-10 10:46:43.318
2159,12,5,349.00,debito,2025-06-27 00:31:22.403
2160,17,85,393.00,debito,2025-04-12 09:15:43.970
2161,10,97,460.00,credito,2025-06-20 21:52:26.461
2162,9,25,3.00,boleto,2025-01-02 01:11:10.310
2163,18,83,187.00,debito,2025-03-10 23:46:47.154
2164,2,1,333.00,pix,2025-06-25 20:46:19.477
2165,14,50,442.00,debito,2025-05-03 15:17:57.285
2166,8,89,357.00,boleto,2025-03-24 13:01:29.407
2167,9,94,395.00,pix,2025-04-27 08:52:42.908
2168,9,17,27.00,pix,2025-04-09 17:47:30.335
2169,4,88,395.00,credito,2025-01-06 21:40:46.386
2170,3,76,381.00,debito,2025-07-27 12:06:19.834
2171,6,36,169.00,boleto,2025-08-11 14:53:13.402
2172,4,32,328.00,pix,2025-01-26 06:01:51.172
2173,12,93,424.00,credito,2025-08-19 06:36:19.542
2174,1,90,321.00,debito,2025-03-18 04:56:06.015
2175,1,27,70.00,credito,2025-03-10 17:49:17.308
2176,3,96,37.00,credito,2025-03-29 22:19:23.297
2177,11,77,255.00,boleto,2025-01-29 12:51:49.618
2178,20,52,150.00,credito,2025-05-09 20:48:25.024
2179,12,95,11.00,pix,2025-02-05 04:20:46.234
2180,13,5,328.00,boleto,2025-05-14 02:40:40.601
2181,12,2,384.00,pix,2025-06-28 09:03:21.392
2182,1,80,10.00,pix,2025-08-22 17:31:35.831
2183,6,52,167.00,credito,2025-06-17 02:24:19.400
2184,7,19,331.00,pix,2025-03-20 21:56:26.686
2185,17,29,209.00,boleto,2025-03-21 22:27:29.311
2186,17,73,350.00,credito,2025-01-23 05:48:01.433
2187,4,79,399.00,debito,2025-02-02 11:04:39.686
2188,9,63,308.00,pix,2025-01-30 19:04:41.248
2189,10,9,417.00,debito,2025-07-14 23:34:55.663
2190,9,70,9.00,boleto,2025-07-06 01:05:43.001
2191,16,24,426.00,boleto,2025-03-20 07:51:09.028
2192,16,75,425.00,boleto,2025-05-04 05:08:07.747
2193,15,13,253.00,boleto,2025-01-21 10:12:16.161
2194,8,90,37.00,pix,2025-04-03 11:08:10.990
2195,12,92,134.00,boleto,2025-03-25 13:56:56.156
2196,10,41,284.00,pix,2025-03-04 02:21:55.255
2197,15,60,216.00,credito,2025-03-05 11:14:34.909
2198,17,48,238.00,debito,2025-03-11 15:07:56.292
2199,15,26,373.00,pix,2025-01-23 00:54:49.560
2200,10,97,482.00,credito,2025-06-26 04:20:14.532
2201,16,17,293.00,credito,2025-07-07 02:28:29.275
2202,18,50,454.00,credito,2025-05-05 04:08:27.375
2203,14,44,207.00,credito,2025-04-03 02:58:03.024
2204,19,14,364.00,pix,2025-03-13 16:02:41.245
2205,20,82,431.00,debito,2025-08-19 18:39:26.644
2206,6,18,257.00,credito,2025-05-23 08:56:45.604
2207,13,24,483.00,debito,2025-07-14 06:20:44.354
2208,18,45,162.00,pix,2025-06-21 04:39:34.335
2209,12,28,432.00,pix,2025-01-24 07:14:39.649
2210,20,77,238.00,boleto,2025-01-23 15:32:30.754
2211,3,43,304.00,credito,2025-07-16 02:45:38.494
2212,9,41,20.00,boleto,2025-08-04 23:22:35.264
2213,5,73,405.00,credito,2025-03-21 00:52:18.012
2214,5,70,480.00,debito,2025-02-04 00:47:49.103
2215,2,31,104.00,debito,2025-05-09 10:57:38.241
2216,11,100,118.00,pix,2025-07-11 09:53:35.242
2217,19,82,56.00,debito,2025-03-08 13:44:47.590
2218,6,94,141.00,boleto,2025-03-08 17:54:47.842
2219,4,36,458.00,pix,2025-06-04 09:56:47.347
2220,3,12,187.00,boleto,2025-04-12 14:42:18.149
2221,17,72,432.00,credito,2025-08-05 05:37:42.673
2222,13,87,150.00,boleto,2025-03-09 06:29:58.070
2223,14,33,440.00,boleto,2025-04-15 13:24:50.741
2224,8,15,302.00,boleto,2025-02-23 19:13:43.521
2225,12,30,328.00,boleto,2025-06-11 01:43:31.910
2226,11,92,132.00,credito,2025-06-15 21:13:48.795
2227,17,23,160.00,credito,2025-05-14 08:06:45.733
2228,11,5,246.00,pix,2025-03-12 10:48:23.234
2229,17,11,270.00,pix,2025-01-13 07:06:04.469
2230,16,25,250.00,debito,2025-07-10 21:52:45.577
2231,13,31,192.00,debito,2025-07-08 17:10:11.110
2232,16,16,251.00,pix,2025-05-27 20:57:14.338
2233,5,63,354.00,credito,2025-03-27 08:40:21.503
